What is a Helm chart?	A directory (or archive) containing templated Kubernetes manifests, a `Chart.yaml` with metadata, a `values.yaml` with defaults, and optional helpers. Charts are versioned and distributed via Helm repositories.
What is the difference between `helm install` and `helm upgrade --install`?	`helm install` fails if the release already exists. `helm upgrade --install` installs if new, upgrades if existing — making it idempotent and safe for automation/CI.
What does `helm rollback <release> <revision>` do?	It reverts a Helm release to a previous revision. Helm stores release history as Secrets in the namespace, so you can roll back to any previous state.
Where does Helm store release state?	As Secrets (type `helm.sh/release.v1`) in the release's namespace. Each revision gets its own Secret, containing the rendered manifests and values for that version.
What is `helm template` useful for?	It renders chart templates locally without installing anything — useful for debugging, reviewing generated YAML, or piping output into `kubectl apply` or Flux Kustomizations.
What does `helm diff upgrade` do?	A Helm plugin that shows a diff of what would change if you ran `helm upgrade`, without actually applying changes. Essential for reviewing changes before upgrading in production.
What does `helm list -A` show?	All Helm releases across all namespaces, with their status (deployed, failed, pending-upgrade), chart version, app version, and revision number.
What is `helm repo update` and when do you need it?	It refreshes the local cache of all configured Helm chart repositories. Needed before installing/upgrading if new chart versions have been published.
What is Kustomize and how does it differ from Helm?	Kustomize is a template-free manifest customisation tool — it uses overlays, patches, and transformers to modify base YAML. Helm uses Go templates with values substitution. Kustomize is built into `kubectl apply -k`.
What are Kustomize bases and overlays?	A base is a directory with plain manifests and a kustomization.yaml. An overlay references a base and adds patches, labels, namespace overrides, etc. Common pattern: `base/` for shared config, `overlays/dev/`, `overlays/prod/` for environment-specific changes.
What Kustomize transformers are most commonly used?	`namePrefix`/`nameSuffix` (rename resources), `namespace` (override namespace for all resources), `commonLabels`/`commonAnnotations` (add to all resources), `images` (override container images), and `patches` (strategic merge or JSON patches).
What is `kubectl apply -k <dir>` vs `kubectl apply -f <file>`?	`-k` runs Kustomize build on the directory first, then applies the result. `-f` applies the raw file directly. `-k` lets you use kustomization.yaml overlays without a separate build step.
What is the difference between imperative and declarative k8s management?	Imperative: `kubectl create`, `kubectl run`, `kubectl edit` — you tell k8s what to do step by step. Declarative: `kubectl apply -f` — you declare the desired state in YAML and k8s figures out how to get there. GitOps extends declarative with Git as the source of truth.
What is server-side apply (SSA) in Kubernetes?	SSA tracks field ownership per manager, allowing multiple controllers to manage different fields of the same resource without conflicts. It replaced client-side apply (which could lose fields). Enabled with `kubectl apply --server-side`.
What is the difference between `kubectl apply` and `kubectl replace`?	`apply` does a three-way merge (last-applied, desired, live) and only changes fields you specify. `replace` deletes the entire resource and recreates it from your manifest — losing any fields added by controllers or other tools.
What are Kubernetes finalizers?	Metadata strings on a resource that prevent deletion until a controller removes them. Used for cleanup logic — e.g., a PVC finalizer ensures the underlying volume is deleted before the PVC object disappears.
What does `kubectl wait --for=condition=Ready` do?	It blocks until the specified condition is true on the resource, with an optional timeout. Useful in scripts and CI/CD pipelines for sequencing: e.g., wait for pods to be ready before running tests.
What is `kubectl port-forward` and when is it useful?	It tunnels a local port to a pod or service port inside the cluster. Useful for debugging/accessing internal services without creating a LoadBalancer or NodePort — e.g., accessing a database dashboard.
What is the difference between `kubectl logs` and `kubectl logs -f`?	`kubectl logs` dumps the current log output and exits. `-f` (follow) streams logs in real-time, like `tail -f`. Add `-p` (previous) to see logs from the last crashed container instance.
What does `kubectl get events --sort-by='.lastTimestamp'` show?	Cluster events sorted chronologically — scheduling decisions, image pulls, health check failures, OOM kills, etc. Essential for debugging why a pod is stuck in Pending or CrashLoopBackOff.
What is `kubectl describe` vs `kubectl get -o yaml`?	`describe` is human-readable with computed fields and events inlined. `get -o yaml` shows the raw API object (spec, status, metadata) — useful for machine processing or checking exact field values.
What does `kubectl diff -f <file>` do?	It shows a diff between the live resource in the cluster and the local manifest file, without applying changes. Similar to `terraform plan` — lets you preview what would change.
What is `kubectl top nodes` / `kubectl top pods`?	Shows real-time CPU and memory usage. Requires metrics-server to be installed in the cluster. Useful for capacity planning and spotting resource-hungry workloads.
What does `kubectl drain <node>` do?	It cordons the node (marks unschedulable) and evicts all pods respecting PodDisruptionBudgets. Used before maintenance — e.g., OS upgrade, hardware replacement.
What is the difference between `kubectl cordon` and `kubectl drain`?	`cordon` marks a node as unschedulable (no new pods) but leaves existing pods running. `drain` cordons AND evicts all pods. Use cordon for soft preparation, drain for full evacuation.
What does `kubectl taint` do?	It adds a taint (key=value:effect) to a node. Pods without a matching toleration won't be scheduled there. Effects: NoSchedule, PreferNoSchedule, NoExecute (evicts running pods too).
What is `kubectl auth can-i <verb> <resource>`?	Tests whether the current user/SA has permission to perform an action. E.g., `kubectl auth can-i create deployments --namespace production`. Add `--as=system:serviceaccount:ns:sa` to test other identities.
What is `kubectl config use-context <name>`?	Switches your active kubeconfig context — changing which cluster, user credentials, and default namespace kubectl uses. Essential when managing multiple clusters.
What is the KUBECONFIG environment variable?	It specifies one or more kubeconfig file paths (colon-separated). kubectl merges them, allowing you to access multiple clusters. Default is `~/.kube/config`.
How do you merge multiple kubeconfig files?	Set `KUBECONFIG=~/.kube/config:~/.kube/config-rpi:~/.kube/config-staging` and all contexts/clusters/users become available. Use `kubectl config get-contexts` to list them. Ensure names don't collide.
What is `kubectl config rename-context`?	Renames a context in your kubeconfig. Essential when merging configs from different clusters that all use generic names like `kubernetes-admin@kubernetes`.
What does `kubectl api-resources` show?	Lists all resource types the API server knows about — name, shortname, API group, namespaced (bool), and kind. Useful for discovering what CRDs are installed or finding the right resource name.
What is `kubectl explain <resource>.<field>`?	Shows built-in documentation for any API resource field. E.g., `kubectl explain pod.spec.containers.resources` describes CPU/memory requests/limits. Faster than browsing docs.
What is a Kubernetes label vs annotation?	Labels are for selection and filtering (used by selectors, Services, ReplicaSets). Annotations are for arbitrary metadata (used by tools, controllers, humans). Labels have stricter syntax rules.
What is `kubectl label` and `kubectl annotate`?	They add/update/remove labels and annotations on existing resources. E.g., `kubectl label pod foo env=prod`, `kubectl annotate svc bar description="main API"`. Add `--overwrite` to change existing values.
What are resource requests vs limits in Kubernetes?	Requests are the guaranteed minimum — the scheduler uses them for placement. Limits are the maximum — the container gets OOM-killed (memory) or throttled (CPU) if exceeded. Requests <= Limits.
What are the three QoS classes in Kubernetes?	Guaranteed (requests == limits for all containers), Burstable (at least one container has requests < limits), BestEffort (no requests or limits set). Under memory pressure, BestEffort pods are killed first, then Burstable, then Guaranteed.
What is a PodDisruptionBudget (PDB)?	A policy specifying the minimum number (or percentage) of pods that must remain available during voluntary disruptions (drain, upgrade). Protects availability — e.g., `minAvailable: 1` ensures at least one replica is always running.
What is `kubectl rollout status deployment/<name>`?	Shows the progress of a rolling update in real-time. Returns success once all new pods are up and old ones terminated. Useful in CI/CD scripts to wait for deployment completion.
What does `kubectl rollout undo deployment/<name>` do?	Rolls back to the previous ReplicaSet revision. Add `--to-revision=N` to roll back to a specific version. Kubernetes keeps old ReplicaSets (controlled by `spec.revisionHistoryLimit`) for this.
What is `kubectl create secret` vs declarative secrets?	`kubectl create secret generic foo --from-literal=key=value` is imperative — quick for ad-hoc secrets. Declarative means committing (encrypted) Secret manifests to Git. GitOps prefers declarative + SOPS/sealed-secrets.
What is the difference between ConfigMap and Secret in practice?	ConfigMaps store non-sensitive config (env vars, config files). Secrets store sensitive data (passwords, tokens, TLS certs) — base64-encoded, with slightly tighter RBAC defaults. Both can be mounted as volumes or env vars.
